aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:343:quarter:2021-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,386.48,509,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2022-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,390.17,405,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2022-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,404.34,394,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2022-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,412.41,389,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2022-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,407.9,475,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2023-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,429.9,529,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2023-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,429.24,432,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2023-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,448.22,460,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2023-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,449.88,473,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2024-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,475.36,539,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2024-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,485.13,449,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2024-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,496.68,465,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2024-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,505.32,508,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2025-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,505.93,511,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2025-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,510.94,481,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2025-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,540.52,496,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2025-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,544.37,562,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2026-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,544.66,519,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2026-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,564.51,419,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2026-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,560.06,265,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2019-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,7920.0,48,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2019-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,9435.0,106,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2019-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,2244.0,183,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2020-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,981.82,274,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2020-04-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,1140.0,60,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2020-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,5304.0,123,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2020-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,1760.0,218,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2021-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,3584.0,109,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2021-04-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,916.36,345,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2021-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,1395.35,99,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2021-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,1777.78,397,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2022-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,1584.0,37,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2022-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,548.73,86,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2022-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,864.0,46,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2023-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,1152.0,129,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2023-04-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,939.21,166,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2023-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,864.0,185,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2023-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,768.0,57,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2024-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,810.0,98,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2024-04-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,960.0,146,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2024-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,872.73,201,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2024-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,480.0,120,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2025-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,833.06,148,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2025-04-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,3272.73,166,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2025-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,840.0,135,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2025-10-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,1680.0,257,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2026-01-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,3840.0,211,higher,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2026-04-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,1828.48,77,moderate,[],2026-09-08,dlx-aggregates-2
community:347:quarter:2026-07-01:median_rent_per_sqft:all:all,community,347,Al Goze Third,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,2880.0,88,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2019-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,475.61,333,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2019-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,526.89,128,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2019-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,523.51,93,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2019-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,478.79,407,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2020-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,477.77,324,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2020-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,450.36,128,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2020-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,422.77,145,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2020-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,455.83,568,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2021-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,429.86,301,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2021-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,430.29,142,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2021-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,413.99,155,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2021-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,448.28,433,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2022-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,446.69,278,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2022-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,457.93,164,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2022-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,441.96,191,moderate,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2022-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,480.0,456,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2023-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,469.41,263,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2023-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,500.52,202,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2023-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,485.2,205,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2023-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,556.21,528,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2024-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,489.31,265,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2024-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,534.84,221,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2024-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,512.72,227,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2024-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,631.49,503,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2025-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,547.71,306,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2025-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,590.82,267,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2025-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,551.01,231,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2025-10-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,623.84,426,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2026-01-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,564.23,242,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2026-04-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,618.91,222,higher,[],2026-09-08,dlx-aggregates-2
community:348:quarter:2026-07-01:median_rent_per_sqft:all:all,community,348,Al Goze Fourth,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,573.1,100,moderate,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2019-01-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,608.26,1156,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2019-04-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,601.06,1075,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2019-07-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,562.64,1336,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2019-10-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,580.89,1118,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2020-01-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,553.02,1164,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2020-04-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,514.09,916,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2020-07-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,477.34,1454,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2020-10-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,484.48,1323,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2021-01-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,480.56,1258,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2021-04-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,500.46,1054,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2021-07-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,493.94,1422,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2021-10-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,520.01,1244,higher,[],2026-09-08,dlx-aggregates-2
community:350:quarter:2022-01-01:median_rent_per_sqft:all:all,community,350,Al Thanyah Fifth,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,530.56,1128,higher,[],2026-09-08,dlx-aggregates-2
